,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,Class
0,0.18680417447967607,0.3186297548727603,0.3923241905320618,0.3761527061016885,0.27556594553207125,0.31102489856667465,0.29375933037854873,0.2759904658758205,0.17780019581195278,0.2220792603236893,0.21835704719351223,0.20078342485992406,0.08444552856975827,0.13438270305861197,0.13510240692532777,0.1163230853728215,0.0014689487225015023,0.0567264440244554,0.05250242213905993,0.03399808887397106,0
1,0.15204250769115046,0.285073783969731,0.3711646569856022,0.3680264872220303,0.2854947478200829,0.31359387306314046,0.2852969334676913,0.2636762744693723,0.2100393532956865,0.23898853812811674,0.2220451628369935,0.19997315321494444,0.13074832554132088,0.15891209005851323,0.14914974231024816,0.12699644460411919,0.05760012340714768,0.09042980546896451,0.07518485521311401,0.056974168196601685,0
2,0.1619295481220975,0.29048383193096766,0.36369703844362,0.3832787836684897,0.28656482203152633,0.32247329125288177,0.3015875231813583,0.27991778980384113,0.19670870239018573,0.2371534010712287,0.21616079050574605,0.1940386268030924,0.10407341893384313,0.15105400302520894,0.13559321362387222,0.11516421422716036,0.01618037700077917,0.07045401611929177,0.057930195875746646,0.040143106819511956,0
3,0.15412300384264666,0.2725495219363206,0.3492248123259866,0.36228260876034124,0.2754679110823095,0.3168244047467929,0.2889647949523406,0.26572547507917577,0.20394151584348047,0.2449766011965041,0.22797482023546628,0.20649154248372256,0.1293649437037026,0.17244555678991763,0.16131932838552646,0.1391895845038028,0.06009525821007124,0.10793682804143548,0.09611785048648959,0.07614084035570559,0
4,0.12834892909169587,0.26131995538388575,0.3264958449305521,0.319063519143754,0.2610602376542399,0.3221730437556686,0.3000553218222844,0.27527678191345467,0.1925086111270438,0.2609903906100762,0.24422041884171564,0.2164462224689586,0.13011478412143854,0.1917963035433728,0.1779600263308614,0.15392821728796832,0.07253221279596947,0.13830959408906235,0.12080959437744086,0.09667495637708029,0
5,0.18156315242692497,0.30098289985965704,0.3682720877799072,0.3856303040983581,0.27256299485379576,0.31868674192363683,0.3074838894846657,0.28860079249364295,0.17718093706612806,0.22980543097319875,0.22374371380851357,0.20231989473519255,0.08458923922362309,0.13640968937426112,0.1338193692170902,0.11392962206797828,0.0017566909756569055,0.056459604349656564,0.049394861501584474,0.030677484511779693,0
6,0.15845829068851228,0.27724562048766466,0.35335570853689646,0.3842683738116428,0.2815956595678814,0.31616734410176045,0.28801687964028105,0.26387876878643735,0.20683135969897704,0.239279008518416,0.22233162432102943,0.19928039076815013,0.12841087342650373,0.16155860114524673,0.15104029933062138,0.12813769222660001,0.05671726779707593,0.09341077629720089,0.08134753807100899,0.06402550493806991,0
7,0.09063102252638094,0.10081264468115365,0.037983930631365855,0.07542043403344673,0.08074239429223644,0.18598288397919396,0.13795209076066497,0.09166906085458018,0.192493979154501,0.24946754549721098,0.20484948559949828,0.1746284520124777,0.2788963467831479,0.30891776128124854,0.2692834579065492,0.23692838758382578,0.3451291311238066,0.3557285329620519,0.3166579580889419,0.29395795975974515,0
8,0.17637635147735453,0.304866790916344,0.3824127909173475,0.4012575785811929,0.2982345870810405,0.31415699744933673,0.2844960184417552,0.26959668399183295,0.20436717616563285,0.22438700199157247,0.20399273406874668,0.18862228696179364,0.10679275253660701,0.13274512432909322,0.11867310166030516,0.101502181003026,0.014810792720837632,0.051877980971944,0.03665130474818148,0.02165082888103162,0
9,0.05998461499342738,0.00010170406892650739,0.10432567154785582,0.18650071844284616,0.06699349031057572,0.15621700884668374,0.1303951050752649,0.0959494862678601,0.17948624403291377,0.2516691154305535,0.20835250110585124,0.16644967688409396,0.2708497089861159,0.3170655028744328,0.2711134799461749,0.23338232499808148,0.3373683310336892,0.35922452394101045,0.3181935283206637,0.2880951065107073,0
10,0.14897174271897812,0.26558172787540973,0.3332025986434797,0.38854707844407793,0.2617923640626936,0.32031536202374783,0.302224980054838,0.2744746251739684,0.1856908284459779,0.2481542146577084,0.23289112263241973,0.2046666313485031,0.11138134238352561,0.1729443337492813,0.16240984900938438,0.13827558149831595,0.04560954092826383,0.1045590865279781,0.09435436525501013,0.07450507877604026,0
